,HBA,HBD,HBA+HBD,NumRings,RTB,NumAmideBonds,Globularity,PBF,TPSA,logP,MR,MW,Csp3,fmf,QED,HAC,NumRingsFused,unique_HBAD,max_ring_size,n_chiral_centers,fcsp3_bm,formal_charge,abs_charge
875,5,0,5,1,6,0,0.516278288442889,1.1919070184361702,101.35999999999999,3.140500000000002,79.63400000000004,305.33399999999966,0.4666666666666667,0.2727272727272727,0.3484257701331721,22,1,5,6,1,0.0,0,0
876,4,0,4,1,3,2,0.5206702273447581,1.0098264970956572,98.61,1.7660999999999998,73.01700000000004,283.3319999999996,0.8333333333333334,0.3,0.44798521970582483,20,1,4,6,0,1.0,0,0
877,2,1,3,1,4,0,0.6400831529687009,0.8645220988057978,68.99000000000001,2.8964000000000008,46.290800000000026,163.18000000000006,0.25,0.5,0.4061428785669376,12,1,2,6,0,0.0,0,0
878,5,1,6,1,8,1,0.48350965886245517,1.0767548747237106,113.38999999999999,3.7136000000000022,92.64270000000005,348.4029999999997,0.5294117647058824,0.24,0.2534349421862524,25,1,6,6,1,0.0,0,0
879,4,0,4,0,6,0,0.5534357191930727,1.0250341136173189,84.28999999999999,2.0419,55.250000000000036,215.25300000000013,0.8888888888888888,0.0,0.3110674452280856,15,0,4,0,2,0.0,0,0
880,1,0,1,1,2,0,0.7307807592432835,0.6136969408302203,48.760000000000005,3.3985000000000003,46.95000000000001,230.04000000000002,0.14285714285714285,0.5,0.42435546157094955,12,1,1,6,0,0.0,0,0
881,3,0,3,1,1,0,0.7260747394647075,0.7348933845932035,75.06,0.6122000000000001,28.509999999999994,127.10299999999998,0.75,0.6666666666666666,0.2237858685593456,9,1,3,5,1,0.75,0,0
882,1,0,1,1,2,0,0.6047573027539275,0.8735582907467757,48.760000000000005,2.875400000000001,40.56600000000002,139.2020000000001,1.0,0.6,0.30449605904199556,10,1,1,6,0,1.0,0,0
883,2,1,3,1,2,0,0.6224708630993506,0.8939176916287718,68.99000000000001,1.6002,37.40880000000001,141.1740000000001,1.0,0.6,0.33606172381237326,10,1,2,6,2,1.0,0,0
884,3,2,5,0,5,0,0.6869408767831681,0.7923888404034306,89.22,-0.35009999999999986,27.105599999999992,117.10799999999999,1.0,0.0,0.30029441384046,8,0,3,0,1,0.0,0,0
885,1,0,1,2,5,0,0.5615918121544562,1.1422131363464871,48.760000000000005,4.517300000000003,73.33500000000004,237.3060000000001,0.2,0.7222222222222222,0.4263095508315648,18,2,1,6,1,0.07692307692307693,0,0
886,1,0,1,1,2,0,0.7301289849726015,0.8355225269902316,48.760000000000005,3.398500000000001,46.95000000000002,230.04000000000002,0.14285714285714285,0.5,0.42435546157094955,12,1,1,6,0,0.0,0,0
887,5,1,6,0,7,1,0.5093101990930388,1.0202089390058333,113.38999999999999,2.1432,68.42070000000004,272.3049999999997,0.8181818181818182,0.0,0.26210182955940314,19,0,6,0,1,0.0,0,0
888,2,0,2,1,1,0,0.6490075916562414,0.7147686343933639,65.83,1.8084,36.409000000000006,139.1580000000001,0.8333333333333334,0.7,0.3100765781187561,10,1,2,6,0,0.8333333333333334,0,0
889,3,0,3,0,6,0,0.5330001573596809,0.9351577620561508,75.06,3.0531000000000015,58.234000000000044,213.28100000000015,0.9,0.0,0.31127088849707146,15,0,3,0,1,0.0,0,0
890,5,0,5,0,5,0,0.5499433913688322,1.1664207915950529,101.36,1.5700999999999998,55.412000000000035,229.23600000000013,0.7777777777777778,0.0,0.31569105354595456,16,0,5,0,1,0.0,0,0
891,5,0,5,0,4,0,0.5114135891662293,1.228449395170453,101.36000000000001,2.7388000000000012,69.24100000000004,271.3169999999997,0.8333333333333334,0.0,0.3392334330315279,19,0,5,0,1,0.0,0,0
892,3,0,3,1,1,1,0.5434280676997004,0.9127940500627268,78.3,2.696200000000001,59.97500000000004,226.28000000000017,0.9,0.375,0.3911781611970131,16,1,3,6,0,1.0,0,0
893,5,1,6,0,6,1,0.5236394946641998,1.035836034231221,113.39000000000001,1.7530999999999994,63.80370000000004,258.2780000000001,0.8,0.0,0.34990648369203425,18,0,6,0,1,0.0,0,0
894,1,0,1,1,3,0,0.669964372183178,0.8487696918697227,48.760000000000005,3.820400000000002,51.70300000000002,226.07700000000008,0.25,0.5,0.4177754995827004,12,1,1,6,1,0.0,0,0
895,3,0,3,2,3,1,0.5614838884119536,1.0401694176057592,78.3,2.7078000000000007,65.75100000000003,246.27000000000012,0.4166666666666667,0.8333333333333334,0.466634105769999,18,2,3,6,1,0.4166666666666667,0,0
896,5,1,6,3,5,0,0.5801890063648694,0.9972367716014863,99.46,4.532420000000002,88.53070000000001,303.3289999999997,0.0625,0.8260869565217391,0.43436284319414603,23,3,5,6,0,0.0,0,0
897,1,0,1,1,2,0,0.6943277297338355,0.6717826840754051,48.760000000000005,3.0759200000000018,39.94300000000002,151.14400000000003,0.14285714285714285,0.5454545454545454,0.33618009547611816,11,1,1,6,0,0.0,0,0
898,3,0,3,0,7,0,0.5732065270702338,0.8928921390373435,75.06,1.8844,44.40500000000002,171.20000000000013,0.8571428571428571,0.0,0.2800722709109615,12,0,3,0,1,0.0,0,0
899,2,0,2,1,6,0,0.5825012861128174,0.9242037931595147,61.650000000000006,3.4791000000000016,55.579000000000036,190.2500000000001,0.5,0.42857142857142855,0.4069813823777734,14,1,2,6,1,0.0,0,0
900,2,0,2,0,3,0,0.70080541767835,1.0231311050812872,72.55,1.59888,28.837999999999994,110.11999999999998,0.75,0.0,0.28674808924582534,8,0,2,0,0,0.0,0,0
901,2,1,3,1,2,0,0.628463447989626,0.7566071239532867,68.99000000000001,1.6002,37.40880000000001,141.1740000000001,1.0,0.6,0.33606172381237326,10,1,2,6,2,1.0,0,0
902,5,0,5,0,6,0,0.5313032491088082,0.9408737256199492,101.36000000000001,1.9602,60.02900000000004,243.26300000000012,0.8,0.0,0.3184647957820783,17,0,5,0,1,0.0,0,0
903,2,0,2,2,5,0,0.5791743561948354,1.1554752449679104,57.989999999999995,4.094900000000003,70.42500000000004,239.2780000000001,0.14285714285714285,0.7222222222222222,0.44993350914426866,18,2,2,6,1,0.07692307692307693,0,0
904,1,0,1,1,2,0,0.6687280476976291,0.4974864095613342,48.760000000000005,3.9556200000000015,44.987000000000016,201.15100000000004,0.25,0.42857142857142855,0.37487690500554616,14,1,1,6,0,0.0,0,0
905,1,0,1,1,2,0,0.7154583720324047,0.4325494413134606,48.760000000000005,3.699320000000001,47.68500000000002,212.05000000000007,0.14285714285714285,0.5454545454545454,0.3867833985714846,11,1,1,6,0,0.0,0,0
906,1,0,1,1,2,0,0.69399009758404,0.45218665131131175,48.760000000000005,3.075920000000001,39.94300000000001,151.14400000000006,0.14285714285714285,0.5454545454545454,0.33618009547611816,11,1,1,6,0,0.0,0,0
907,1,0,1,1,3,0,0.6473901376257607,0.7476020799870763,48.760000000000005,2.6785000000000005,44.11700000000002,165.17100000000005,0.25,0.5,0.37534010633542175,12,1,1,6,0,0.0,0,0
908,1,0,1,1,2,0,0.6939251597149064,0.5331414062703438,48.760000000000005,3.075920000000001,39.94300000000002,151.14400000000006,0.14285714285714285,0.5454545454545454,0.33618009547611816,11,1,1,6,0,0.0,0,0
909,5,0,5,1,7,0,0.49699136867141397,1.141120526022984,93.52,3.328800000000002,77.53400000000005,299.3709999999995,0.9285714285714286,0.2857142857142857,0.3365868613603508,21,1,5,6,2,1.0,0,0
